date,doy,rep,plot,crop phase,planting,cc,n2og
5/13/2025,133,6,603,soybean,early,yes,318.844512
5/13/2025,133,6,604,soybean,late,yes,412.5183552
5/13/2025,133,6,608,soybean,late,no,90.6256512
5/13/2025,133,6,607,soybean,early,no,153.026496
5/13/2025,133,6,606,corn,late,yes,277.1967744
5/13/2025,133,6,605,corn,early,yes,433.0355904
5/13/2025,133,1,101,corn,early,yes,66.6501696
5/13/2025,133,1,102,corn,late,no,243.782784
5/13/2025,133,1,103,soybean,early,yes,206.369856
5/13/2025,133,1,104,soybean,late,no,229.7175552
5/13/2025,133,1,108,soybean,late,yes,75.7294272
5/13/2025,133,1,107,soybean,early,no,47.7586368
5/13/2025,133,1,106,corn,late,yes,128.5720128
5/13/2025,133,1,105,corn,early,no,86.8807296
5/13/2025,133,3,301,corn,early,yes,434.9007936
5/13/2025,133,3,302,corn,late,no,163.5355008
5/13/2025,133,3,303,soybean,early,no,137.5786944
5/13/2025,133,3,304,soybean,late,yes,115.03296
5/13/2025,133,3,308,soybean,late,no,158.324544
5/13/2025,133,3,307,soybean,early,yes,140.144256
5/13/2025,133,3,306,corn,late,yes,230.3308224
5/13/2025,133,3,305,corn,early,no,220.6600704
5/13/2025,133,5,501,corn,early,no,144.480672
5/13/2025,133,5,502,corn,late,yes,145.3261824
5/13/2025,133,5,503,soybean,early,yes,117.4352256
5/13/2025,133,5,504,soybean,late,yes,140.1152256
5/13/2025,133,5,508,soybean,late,no,322.7926464
5/13/2025,133,5,507,soybean,early,no,353.7680832
5/13/2025,133,5,506,corn,late,no,155.911392
5/13/2025,133,5,505,corn,early,yes,362.099808
5/23/2025,143,6,606,corn,late,yes,3690.09769
5/23/2025,143,6,607,soybean,early,no,580.807584
5/23/2025,143,6,608,soybean,late,no,84.5437824
5/23/2025,143,6,604,soybean,late,yes,315.7527744
5/23/2025,143,6,602,corn,late,no,2809.398816
5/23/2025,143,6,601,corn,early,no,873.8222976
5/23/2025,143,4,405,corn,early,no,464.649696
5/23/2025,143,4,406,corn,late,no,547.1794944
5/23/2025,143,4,408,soybean,late,no,579.7116864
5/23/2025,143,4,404,soybean,late,yes,2585.465568
5/23/2025,143,4,403,soybean,early,no,719.6599872
5/23/2025,143,4,402,corn,late,yes,146.9010816
5/23/2025,143,2,206,corn,late,yes,694.5378048
5/23/2025,143,2,208,soybean,late,yes,1358.807789
5/23/2025,143,2,204,soybean,late,no,959.146272
5/23/2025,143,2,203,soybean,early,no,901.0020096
5/23/2025,143,2,202,corn,late,no,4445.664653
5/23/2025,143,2,201,corn,early,no,2012.165971
5/23/2025,143,5,507,soybean,early,no,714.311136
5/23/2025,143,5,508,soybean,late,no,75.7548288
5/23/2025,143,5,506,corn,late,no,167.9154624
5/23/2025,143,5,501,corn,early,no,549.2769408
5/23/2025,143,5,502,corn,late,yes,601.5606912
5/23/2025,143,5,504,soybean,late,yes,123.3211392
5/23/2025,143,3,308,soybean,late,no,502.2368064
5/23/2025,143,3,306,corn,late,yes,3860.858131
5/23/2025,143,3,305,corn,early,no,4707.79465
5/23/2025,143,3,302,corn,late,no,3091.596077
5/23/2025,143,3,303,soybean,early,no,585.0278784
5/23/2025,143,3,304,soybean,late,yes,632.3692032
5/23/2025,143,1,108,soybean,late,yes,518.863968
5/23/2025,143,1,107,soybean,early,no,271.4306112
5/23/2025,143,1,106,corn,late,yes,1527.804634
5/23/2025,143,1,105,corn,early,no,581.4462528
5/23/2025,143,1,102,corn,late,no,95.5608192
5/23/2025,143,1,104,soybean,late,no,466.990272
5/28/2025,148,2,201,corn,early,no,937.1303424
5/28/2025,148,2,202,corn,late,no,729.914976
5/28/2025,148,2,203,soybean,early,no,785.3303808
5/28/2025,148,2,204,soybean,late,no,148.4868672
5/28/2025,148,2,208,soybean,late,yes,82.1415168
5/28/2025,148,2,206,corn,late,yes,188.8572672
5/28/2025,148,4,402,corn,late,yes,141.722784
5/28/2025,148,4,403,soybean,early,no,299.793312
5/28/2025,148,4,404,soybean,late,yes,166.6090944
5/28/2025,148,4,408,soybean,late,no,113.0443776
5/28/2025,148,4,406,corn,late,no,252.1181376
5/28/2025,148,4,405,corn,early,no,246.5878464
5/28/2025,148,6,601,corn,early,no,420.4472832
5/28/2025,148,6,602,corn,late,no,280.8945216
5/28/2025,148,6,604,soybean,late,yes,121.4885952
5/28/2025,148,6,608,soybean,late,no,34.8800256
5/28/2025,148,6,607,soybean,early,no,219.2847552
5/28/2025,148,6,606,corn,late,yes,266.1615936
5/28/2025,148,1,102,corn,late,no,107.539488
5/28/2025,148,1,104,soybean,late,no,158.2918848
5/28/2025,148,1,108,soybean,late,yes,103.5913536
5/28/2025,148,1,107,soybean,early,no,186.5457216
5/28/2025,148,1,106,corn,late,yes,137.3210496
5/28/2025,148,1,105,corn,early,no,226.201248
5/28/2025,148,3,302,corn,late,no,284.298336
5/28/2025,148,3,303,soybean,early,no,130.6113984
5/28/2025,148,3,304,soybean,late,yes,122.0655744
5/28/2025,148,3,308,soybean,late,no,135.6336576
5/28/2025,148,3,306,corn,late,yes,333.7661376
5/28/2025,148,3,305,corn,early,no,362.3465664
5/28/2025,148,5,501,corn,early,no,228.305952
5/28/2025,148,5,502,corn,late,yes,156.6806976
5/28/2025,148,5,504,soybean,late,yes,35.3517696
5/28/2025,148,5,508,soybean,late,no,53.0566848
5/28/2025,148,5,507,soybean,early,no,212.37552
5/28/2025,148,5,506,corn,late,no,87.3597312
6/5/2025,156,6,606,corn,late,yes,285.477696
6/5/2025,156,6,607,soybean,early,no,256.5235008
6/5/2025,156,6,608,soybean,late,no,347.3959104
6/5/2025,156,6,604,soybean,late,yes,412.2461952
6/5/2025,156,6,602,corn,late,no,184.1144256
6/5/2025,156,6,601,corn,early,no,428.0423616
6/5/2025,156,4,405,corn,early,no,301.1976576
6/5/2025,156,4,406,corn,late,no,212.8508928
6/5/2025,156,4,408,soybean,late,no,489.4561728
6/5/2025,156,4,404,soybean,late,yes,368.5300416
6/5/2025,156,4,403,soybean,early,no,341.01648
6/5/2025,156,4,402,corn,late,yes,143.8528896
6/5/2025,156,2,206,corn,late,yes,179.7018048
6/5/2025,156,2,208,soybean,late,yes,372.8737152
6/5/2025,156,2,204,soybean,late,no,520.2283968
6/5/2025,156,2,203,soybean,early,no,593.9402112
6/5/2025,156,2,202,corn,late,no,441.3999744
6/5/2025,156,2,201,corn,early,no,482.5070208
6/5/2025,156,5,508,soybean,late,no,913.2891264
6/5/2025,156,5,507,soybean,early,no,268.6872384
6/5/2025,156,5,506,corn,late,no,105.8012928
6/5/2025,156,5,505,corn,early,yes,137.9089152
6/5/2025,156,5,502,corn,late,yes,111.9920256
6/5/2025,156,5,503,soybean,early,yes,551.2401216
6/5/2025,156,3,308,soybean,late,no,325.612224
6/5/2025,156,3,306,corn,late,yes,173.3260032
6/5/2025,156,3,302,corn,late,no,141.5558592
6/5/2025,156,3,303,soybean,early,no,226.183104
6/5/2025,156,3,304,soybean,late,yes,322.0850304
6/5/2025,156,1,108,soybean,late,yes,408.42144
6/5/2025,156,1,107,soybean,early,no,217.1619072
6/5/2025,156,1,106,corn,late,yes,134.247456
6/5/2025,156,1,105,corn,early,no,155.7698688
6/5/2025,156,1,102,corn,late,no,96.7038912
6/5/2025,156,1,104,soybean,late,no,212.4734976
6/10/2025,161,2,201,corn,early,no,426.7940544
6/10/2025,161,4,405,corn,early,no,352.1423808
6/10/2025,161,6,601,corn,early,no,572.4468288
6/10/2025,161,6,606,corn,late,yes,245.9890944
6/10/2025,161,6,602,corn,late,no,171.5188608
6/10/2025,161,4,406,corn,late,no,216.6829056
6/10/2025,161,4,402,corn,late,yes,133.2059904
6/10/2025,161,2,206,corn,late,yes,156.3359616
6/10/2025,161,2,202,corn,late,no,266.753088
6/10/2025,161,2,203,soybean,early,no,254.4079104
6/10/2025,161,2,204,soybean,late,no,263.4835392
6/10/2025,161,2,208,soybean,late,yes,290.3366592
6/10/2025,161,4,403,soybean,early,no,395.8149888
6/10/2025,161,4,404,soybean,late,yes,200.8250496
6/10/2025,161,4,408,soybean,late,no,327.31776
6/10/2025,161,6,604,soybean,late,yes,357.9920064
6/10/2025,161,6,608,soybean,late,no,160.2877248
6/10/2025,161,6,607,soybean,early,no,242.3965824
6/10/2025,161,5,508,soybean,late,no,615.8871936
6/10/2025,161,5,507,soybean,early,no,128.6881344
6/10/2025,161,5,504,soybean,late,yes,901.1072448
6/10/2025,161,1,102,corn,late,no,135.2889216
6/10/2025,161,1,106,corn,late,yes,130.4989056
6/10/2025,161,3,302,corn,late,no,113.6757888
6/10/2025,161,3,306,corn,late,yes,151.6148928
6/10/2025,161,5,502,corn,late,yes,133.2386496
6/10/2025,161,5,506,corn,late,no,132.8104512
6/10/2025,161,5,501,corn,early,no,138.8088576
6/10/2025,161,3,305,corn,early,no,121.3543296
6/10/2025,161,1,105,corn,early,no,142.3614528
6/10/2025,161,1,104,soybean,late,no,363.7654272
6/10/2025,161,1,108,soybean,late,yes,385.1281728
6/10/2025,161,1,107,soybean,early,no,77.9575104
6/10/2025,161,3,303,soybean,early,no,133.8773184
6/10/2025,161,3,304,soybean,late,yes,217.782432
6/10/2025,161,3,308,soybean,late,no,171.5406336
6/19/2025,170,5,506,corn,late,no,936.0417024
6/19/2025,170,5,502,corn,late,yes,996.2761536
6/19/2025,170,3,306,corn,late,yes,740.4421248
6/19/2025,170,3,302,corn,late,no,1868.472749
6/19/2025,170,1,106,corn,late,yes,992.3969664
6/19/2025,170,1,102,corn,late,no,720.8937792
6/19/2025,170,1,104,soybean,late,no,1533.247834
6/19/2025,170,1,108,soybean,late,yes,1400.411981
6/19/2025,170,1,107,soybean,early,no,472.1540544
6/19/2025,170,3,304,soybean,late,yes,1114.607693
6/19/2025,170,3,303,soybean,early,no,518.4793152
6/19/2025,170,3,308,soybean,late,no,144.4044672
6/19/2025,170,5,504,soybean,late,yes,1034.229773
6/19/2025,170,5,508,soybean,late,no,804.6537408
6/19/2025,170,5,507,soybean,early,no,1061.220787
6/19/2025,170,5,501,corn,early,no,1312.41721
6/19/2025,170,3,305,corn,early,no,2764.528704
6/19/2025,170,1,105,corn,early,no,1772.922816
6/19/2025,170,6,601,corn,early,no,2913.157094
6/19/2025,170,4,405,corn,early,no,2427.794208
6/19/2025,170,2,201,corn,early,no,3611.370874
6/19/2025,170,2,202,corn,late,no,2791.073376
6/19/2025,170,2,206,corn,late,yes,1006.044883
6/19/2025,170,4,402,corn,late,yes,2208.883219
6/19/2025,170,4,406,corn,late,no,2857.756205
6/19/2025,170,6,602,corn,late,no,11038.55921
6/19/2025,170,6,606,corn,late,yes,4377.02953
6/19/2025,170,6,607,soybean,early,no,206.678304
6/19/2025,170,4,403,soybean,early,no,582.3171648
6/19/2025,170,2,203,soybean,early,no,616.569408
6/19/2025,170,2,204,soybean,late,no,625.1805504
6/19/2025,170,2,208,soybean,late,yes,2599.323955
6/19/2025,170,4,404,soybean,late,yes,1823.08009
6/19/2025,170,4,408,soybean,late,no,744.6406464
6/19/2025,170,6,604,soybean,late,yes,1688.683853
6/19/2025,170,6,608,soybean,late,no,576.8558208
6/26/2025,177,6,601,corn,early,no,382.4065728
6/26/2025,177,4,405,corn,early,no,741.6650304
6/26/2025,177,2,201,corn,early,no,549.4801536
6/26/2025,177,2,202,corn,late,no,121.3942464
6/26/2025,177,2,206,corn,late,yes,387.2727936
6/26/2025,177,4,402,corn,late,yes,450.7913088
6/26/2025,177,4,406,corn,late,no,285.0567552
6/26/2025,177,6,602,corn,late,no,437.9635008
6/26/2025,177,6,606,corn,late,yes,328.370112
6/26/2025,177,6,607,soybean,early,no,164.8164672
6/26/2025,177,4,403,soybean,early,no,875.611296
6/26/2025,177,2,203,soybean,early,no,222.7176
6/26/2025,177,2,204,soybean,late,no,161.082432
6/26/2025,177,2,208,soybean,late,yes,1829.633702
6/26/2025,177,4,404,soybean,late,yes,10181.95557
6/26/2025,177,4,408,soybean,late,no,1972.336262
6/26/2025,177,6,604,soybean,late,yes,1943.588909
6/26/2025,177,6,608,soybean,late,no,449.6917824
6/26/2025,177,5,508,soybean,late,no,2454.934003
6/26/2025,177,5,507,soybean,early,no,352.7411328
6/26/2025,177,5,504,soybean,late,yes,5795.690746
6/26/2025,177,3,308,soybean,late,no,975.0004992
6/26/2025,177,3,304,soybean,late,yes,1744.668979
6/26/2025,177,3,303,soybean,early,no,57.9664512
6/26/2025,177,1,107,soybean,early,no,344.7505152
6/26/2025,177,1,108,soybean,late,yes,5090.952384
6/26/2025,177,1,104,soybean,late,no,3984.244589
6/26/2025,177,1,102,corn,late,no,302.4749952
6/26/2025,177,1,106,corn,late,yes,235.0410048
6/26/2025,177,3,302,corn,late,no,222.191424
6/26/2025,177,3,306,corn,late,yes,93.8371392
6/26/2025,177,5,502,corn,late,yes,175.6484352
6/26/2025,177,5,506,corn,late,no,82.1487744
6/26/2025,177,5,501,corn,early,no,173.6090496
6/26/2025,177,3,305,corn,early,no,596.8178496
6/26/2025,177,1,105,corn,early,no,215.3765376
7/1/2025,182,6,601,corn,early,no,61.9145856
7/1/2025,182,4,405,corn,early,no,137.7057024
7/1/2025,182,2,201,corn,early,no,53.8078464
7/1/2025,182,2,202,corn,late,no,163.7713728
7/1/2025,182,2,206,corn,late,yes,84.9828672
7/1/2025,182,4,402,corn,late,yes,156.836736
7/1/2025,182,4,406,corn,late,no,129.91104
7/1/2025,182,6,602,corn,late,no,44.5290048
7/1/2025,182,6,606,corn,late,yes,79.978752
7/1/2025,182,6,607,soybean,early,no,180.4094208
7/1/2025,182,4,403,soybean,early,no,716.8077504
7/1/2025,182,2,203,soybean,early,no,318.4054272
7/1/2025,182,2,204,soybean,late,no,920.1620736
7/1/2025,182,2,208,soybean,late,yes,1123.030138
7/1/2025,182,4,404,soybean,late,yes,808.079328
7/1/2025,182,4,408,soybean,late,no,611.035488
7/1/2025,182,6,604,soybean,late,yes,591.5814912
7/1/2025,182,6,608,soybean,late,no,342.9615168
7/1/2025,182,5,508,soybean,late,no,372.6632448
7/1/2025,182,5,504,soybean,late,yes,1095.973805
7/1/2025,182,3,308,soybean,late,no,999.843264
7/1/2025,182,3,305,corn,early,no,47.4356736
7/1/2025,182,1,105,corn,early,no,94.6100736
7/9/2025,190,6,607,soybean,early,no,173.402208
7/9/2025,190,4,403,soybean,early,no,390.4516224
7/9/2025,190,2,203,soybean,early,no,256.810176
7/9/2025,190,2,204,soybean,late,no,327.2596992
7/9/2025,190,2,208,soybean,late,yes,274.1848704
7/9/2025,190,4,404,soybean,late,yes,214.0774272
7/9/2025,190,4,408,soybean,late,no,365.1734016
7/9/2025,190,6,604,soybean,late,yes,303.7741056
7/9/2025,190,6,608,soybean,late,no,154.641312
7/9/2025,190,6,601,corn,early,no,43.6834944
7/9/2025,190,4,405,corn,early,no,57.6906624
7/9/2025,190,2,201,corn,early,no,119.532672
7/9/2025,190,2,202,corn,late,no,183.2108544
7/9/2025,190,2,206,corn,late,yes,87.8387328
7/9/2025,190,4,402,corn,late,yes,76.6148544
7/9/2025,190,4,406,corn,late,no,35.7835968
7/9/2025,190,6,602,corn,late,no,52.2510912
7/9/2025,190,6,606,corn,late,yes,45.4071744
7/9/2025,190,5,508,soybean,late,no,557.3256192
7/9/2025,190,5,504,soybean,late,yes,800.4987648
7/9/2025,190,3,308,soybean,late,no,662.0346432
7/9/2025,190,3,304,soybean,late,yes,558.2255616
7/9/2025,190,1,108,soybean,late,yes,526.8436992
7/9/2025,190,1,104,soybean,late,no,552.30336
7/9/2025,190,1,107,soybean,early,no,363.1412736
7/9/2025,190,3,303,soybean,early,no,344.7650304
7/9/2025,190,5,507,soybean,early,no,238.375872
7/9/2025,190,5,506,corn,late,no,33.6280896
7/9/2025,190,5,502,corn,late,yes,71.5490496
7/9/2025,190,3,306,corn,late,yes,45.72288
7/9/2025,190,3,302,corn,late,no,41.3719488
7/9/2025,190,1,106,corn,late,yes,66.58848
7/9/2025,190,1,102,corn,late,no,67.3251264
7/9/2025,190,1,105,corn,early,no,88.1544384
7/9/2025,190,3,305,corn,early,no,97.2990144
7/9/2025,190,5,501,corn,early,no,64.2805632
7/15/2025,196,6,601,corn,early,no,45.704736
7/15/2025,196,4,405,corn,early,no,65.0426112
7/15/2025,196,2,201,corn,early,no,23.387616
7/15/2025,196,2,202,corn,late,no,38.846304
7/15/2025,196,2,206,corn,late,yes,47.5445376
7/15/2025,196,4,402,corn,late,yes,44.8084224
7/15/2025,196,4,406,corn,late,no,18.7645248
7/15/2025,196,6,602,corn,late,no,9.7723584
7/15/2025,196,6,606,corn,late,yes,12.954816
7/15/2025,196,6,607,soybean,early,no,271.0060416
7/15/2025,196,2,203,soybean,early,no,139.2951168
7/15/2025,196,2,204,soybean,late,no,430.121664
7/15/2025,196,2,208,soybean,late,yes,581.5805184
7/15/2025,196,4,404,soybean,late,yes,250.151328
7/15/2025,196,4,408,soybean,late,no,625.9934016
7/15/2025,196,6,604,soybean,late,yes,443.0111616
7/15/2025,196,6,608,soybean,late,no,201.1661568
7/15/2025,196,5,501,corn,early,no,26.707968
7/15/2025,196,3,305,corn,early,no,29.5892352
7/15/2025,196,1,105,corn,early,no,44.8809984
7/15/2025,196,1,102,corn,late,no,42.130368
7/15/2025,196,1,106,corn,late,yes,30.8956032
7/15/2025,196,3,302,corn,late,no,4.8662208
7/15/2025,196,3,306,corn,late,yes,20.8583424
7/15/2025,196,5,502,corn,late,yes,58.7938176
7/15/2025,196,5,506,corn,late,no,21.0760704
7/15/2025,196,5,507,soybean,early,no,151.7346432
7/15/2025,196,3,303,soybean,early,no,244.85328
7/15/2025,196,1,107,soybean,early,no,242.349408
7/15/2025,196,1,104,soybean,late,no,665.1009792
7/15/2025,196,1,108,soybean,late,yes,653.3618112
7/15/2025,196,3,304,soybean,late,yes,454.0499712
7/15/2025,196,3,308,soybean,late,no,618.5398464
7/15/2025,196,5,504,soybean,late,yes,935.0038656
7/15/2025,196,5,508,soybean,late,no,489.7936512
7/22/2025,203,6,604,soybean,late,yes,52.0261056
7/22/2025,203,4,405,corn,early,no,90.7163712
7/22/2025,203,2,201,corn,early,no,13.2959232
7/22/2025,203,2,202,corn,late,no,13.3213248
7/22/2025,203,2,206,corn,late,yes,15.3969984
7/22/2025,203,4,402,corn,late,yes,21.9832704
7/22/2025,203,4,406,corn,late,no,6.7459392
7/22/2025,203,6,602,corn,late,no,5.7806784
7/22/2025,203,6,606,corn,late,yes,8.2772928
7/22/2025,203,6,607,soybean,early,no,68.9798592
7/22/2025,203,4,403,soybean,early,no,366.4325952
7/22/2025,203,2,203,soybean,early,no,18.9931392
7/22/2025,203,2,204,soybean,late,no,93.4379712
7/22/2025,203,2,208,soybean,late,yes,195.7991616
7/22/2025,203,4,404,soybean,late,yes,33.2543232
7/22/2025,203,4,408,soybean,late,no,157.7874816
7/22/2025,203,6,601,corn,early,no,231.2017344
7/22/2025,203,6,608,soybean,late,no,77.8885632
7/22/2025,203,5,508,soybean,late,no,379.9317312
7/22/2025,203,5,504,soybean,late,yes,350.2118592
7/22/2025,203,3,308,soybean,late,no,199.3517568
7/22/2025,203,3,304,soybean,late,yes,483.3235008
7/22/2025,203,5,501,corn,early,no,51.674112
7/22/2025,203,3,305,corn,early,no,4.6738944
7/22/2025,203,1,105,corn,early,no,22.280832
7/22/2025,203,1,102,corn,late,no,39.7426176
7/22/2025,203,1,106,corn,late,yes,18.1403712
7/22/2025,203,3,302,corn,late,no,5.4141696
7/22/2025,203,3,306,corn,late,yes,2.8957824
7/22/2025,203,5,502,corn,late,yes,10.2368448
7/22/2025,203,5,506,corn,late,no,12.0512448
7/22/2025,203,5,507,soybean,early,no,425.3098752
7/22/2025,203,3,303,soybean,early,no,22.4114688
7/22/2025,203,1,107,soybean,early,no,60.0457536
7/22/2025,203,1,104,soybean,late,no,1023.394176
7/22/2025,203,1,108,soybean,late,yes,288.344448
7/29/2025,210,5,501,corn,early,no,6.6515904
7/29/2025,210,3,305,corn,early,no,7.5225024
7/29/2025,210,1,105,corn,early,no,29.320704
7/29/2025,210,1,102,corn,late,no,37.6560576
7/29/2025,210,1,106,corn,late,yes,20.8002816
7/29/2025,210,3,302,corn,late,no,4.7827584
7/29/2025,210,3,306,corn,late,yes,10.5198912
7/29/2025,210,5,502,corn,late,yes,7.094304
7/29/2025,210,5,506,corn,late,no,-4.372704
7/29/2025,210,5,507,soybean,early,no,140.688576
7/29/2025,210,3,303,soybean,early,no,66.7590336
7/29/2025,210,1,107,soybean,early,no,67.5355968
7/29/2025,210,1,104,soybean,late,no,227.3842368
7/29/2025,210,1,108,soybean,late,yes,174.164256
7/29/2025,210,3,304,soybean,late,yes,125.0085312
7/29/2025,210,3,308,soybean,late,no,204.3667584
7/29/2025,210,6,601,corn,early,no,91.3405248
7/29/2025,210,4,405,corn,early,no,40.9256064
7/29/2025,210,2,201,corn,early,no,10.1932992
7/29/2025,210,2,202,corn,late,no,21.1450176
7/29/2025,210,2,206,corn,late,yes,30.881088
7/29/2025,210,4,402,corn,late,yes,27.0273024
7/29/2025,210,4,406,corn,late,no,12.9584448
7/29/2025,210,6,602,corn,late,no,48.8001024
7/29/2025,210,6,606,corn,late,yes,10.7376192
7/29/2025,210,6,607,soybean,early,no,46.1184192
7/29/2025,210,4,403,soybean,early,no,66.6900864
7/29/2025,210,2,203,soybean,early,no,30.0609792
7/29/2025,210,2,204,soybean,late,no,99.483552
7/29/2025,210,2,208,soybean,late,yes,112.0174272
7/29/2025,210,4,404,soybean,late,yes,48.6295488
7/29/2025,210,4,408,soybean,late,no,105.7577472
7/29/2025,210,6,604,soybean,late,yes,206.6529024
7/29/2025,210,6,608,soybean,late,no,35.5767552
7/29/2025,210,5,508,soybean,late,no,439.6908096
7/29/2025,210,5,504,soybean,late,yes,230.6537856
7/31/2025,212,5,501,corn,early,no,23.296896
7/31/2025,212,3,305,corn,early,no,16.6307904
7/31/2025,212,1,105,corn,early,no,18.9641088
7/31/2025,212,1,102,corn,late,no,42.7908096
7/31/2025,212,1,106,corn,late,yes,11.1984768
7/31/2025,212,3,302,corn,late,no,7.4680704
7/31/2025,212,3,306,corn,late,yes,25.76448
7/31/2025,212,5,502,corn,late,yes,8.6583168
7/31/2025,212,5,506,corn,late,no,5.7915648
7/31/2025,212,5,507,soybean,early,no,431.319168
7/31/2025,212,3,303,soybean,early,no,8.6075136
7/31/2025,212,1,107,soybean,early,no,10.5452928
7/31/2025,212,1,104,soybean,late,no,276.478272
7/31/2025,212,1,108,soybean,late,yes,80.2980864
7/31/2025,212,3,304,soybean,late,yes,74.0202624
7/31/2025,212,3,308,soybean,late,no,52.3381824
7/31/2025,212,5,504,soybean,late,yes,97.8759936
7/31/2025,212,6,601,corn,early,no,74.7024768
7/31/2025,212,4,405,corn,early,no,90.230112
7/31/2025,212,2,202,corn,late,no,9.0103104
7/31/2025,212,2,206,corn,late,yes,12.3996096
7/31/2025,212,4,402,corn,late,yes,21.1123584
7/31/2025,212,4,406,corn,late,no,12.6427392
7/31/2025,212,6,602,corn,late,no,37.6959744
7/31/2025,212,6,606,corn,late,yes,16.3296
7/31/2025,212,6,607,soybean,early,no,29.447712
7/31/2025,212,4,403,soybean,early,no,102.3176448
7/31/2025,212,2,203,soybean,early,no,20.4555456
7/31/2025,212,2,204,soybean,late,no,42.4787328
7/31/2025,212,2,208,soybean,late,yes,37.249632
7/31/2025,212,4,404,soybean,late,yes,33.1454592
7/31/2025,212,4,408,soybean,late,no,50.875776
7/31/2025,212,6,604,soybean,late,yes,70.0503552
7/31/2025,212,6,608,soybean,late,no,110.0361024
7/31/2025,212,5,508,soybean,late,no,209.5632
8/12/2025,224,6,601,corn,early,no,9.2679552
8/12/2025,224,4,405,corn,early,no,53.2816704
8/12/2025,224,2,201,corn,early,no,7.2539712
8/12/2025,224,2,202,corn,late,no,17.998848
8/12/2025,224,2,206,corn,late,yes,14.007168
8/12/2025,224,4,402,corn,late,yes,36.7524864
8/12/2025,224,4,406,corn,late,no,11.0025216
8/12/2025,224,6,602,corn,late,no,21.3627456
8/12/2025,224,6,606,corn,late,yes,3.374784
8/12/2025,224,6,607,soybean,early,no,30.1117824
8/12/2025,224,4,403,soybean,early,no,50.3024256
8/12/2025,224,2,203,soybean,early,no,22.8940992
8/12/2025,224,2,204,soybean,late,no,93.1803264
8/12/2025,224,2,208,soybean,late,yes,29.992032
8/12/2025,224,4,404,soybean,late,yes,5.5774656
8/12/2025,224,4,408,soybean,late,no,42.4460736
8/12/2025,224,6,604,soybean,late,yes,67.7388096
8/12/2025,224,6,608,soybean,late,no,2.7651456
8/12/2025,224,5,501,corn,early,no,25.8479424
8/12/2025,224,3,305,corn,early,no,11.6012736
8/12/2025,224,1,105,corn,early,no,19.1673216
8/12/2025,224,1,102,corn,late,no,68.2722432
8/12/2025,224,1,106,corn,late,yes,16.9247232
8/12/2025,224,3,302,corn,late,no,11.8081152
8/12/2025,224,3,306,corn,late,yes,10.3094208
8/12/2025,224,5,502,corn,late,yes,12.4794432
8/12/2025,224,5,506,corn,late,no,8.3389824
8/12/2025,224,5,507,soybean,early,no,308.7056448
8/12/2025,224,3,303,soybean,early,no,27.0853632
8/12/2025,224,1,107,soybean,early,no,66.0514176
8/12/2025,224,1,104,soybean,late,no,430.5172032
8/12/2025,224,1,108,soybean,late,yes,173.2897152
8/12/2025,224,3,304,soybean,late,yes,46.702656
8/12/2025,224,3,308,soybean,late,no,167.5816128
8/12/2025,224,5,504,soybean,late,yes,72.866304
8/12/2025,224,5,508,soybean,late,no,123.0126912
8/19/2025,231,6,601,corn,early,no,126.8156736
8/19/2025,231,4,405,corn,early,no,159.141024
8/19/2025,231,5,501,corn,early,no,80.7843456
8/19/2025,231,3,305,corn,early,no,88.1943552
8/19/2025,231,1,105,corn,early,no,164.4499584
8/19/2025,231,1,102,corn,late,no,161.8662528
8/19/2025,231,1,106,corn,late,yes,147.8481984
8/19/2025,231,3,302,corn,late,no,44.162496
8/19/2025,231,3,306,corn,late,yes,41.9561856
8/19/2025,231,5,502,corn,late,yes,45.9260928
8/19/2025,231,5,506,corn,late,no,9.3042432
8/19/2025,231,2,202,corn,late,no,41.6912832
8/19/2025,231,2,206,corn,late,yes,67.7714688
8/19/2025,231,4,402,corn,late,yes,103.0107456
8/19/2025,231,4,406,corn,late,no,89.322912
8/19/2025,231,6,602,corn,late,no,82.5624576
8/19/2025,231,6,606,corn,late,yes,36.124704
8/19/2025,231,6,607,soybean,early,no,81.3141504
8/19/2025,231,4,403,soybean,early,no,39.8188224
8/19/2025,231,2,203,soybean,early,no,55.5859584
8/19/2025,231,2,204,soybean,late,no,108.4612032
8/19/2025,231,2,208,soybean,late,yes,47.555424
8/19/2025,231,4,404,soybean,late,yes,45.8898048
8/19/2025,231,4,408,soybean,late,no,53.8550208
8/19/2025,231,6,604,soybean,late,yes,149.8476672
8/19/2025,231,2,201,corn,early,no,49.4133696
8/19/2025,231,5,507,soybean,early,no,49.4133696
8/19/2025,231,3,303,soybean,early,no,198.295776
8/19/2025,231,1,107,soybean,early,no,151.3318464
8/19/2025,231,1,104,soybean,late,no,157.4100864
8/19/2025,231,1,108,soybean,late,yes,171.7837632
8/19/2025,231,3,304,soybean,late,yes,53.1836928
8/19/2025,231,3,308,soybean,late,no,134.6212224
8/19/2025,231,5,504,soybean,late,yes,56.591136
8/19/2025,231,5,508,soybean,late,no,215.7285312
8/19/2025,231,6,608,soybean,late,no,73.2545856
8/21/2025,233,6,601,corn,early,no,187.8049152
8/21/2025,233,4,405,corn,early,no,182.4887232
8/21/2025,233,2,201,corn,early,no,65.68128
8/21/2025,233,2,202,corn,late,no,49.4387712
8/21/2025,233,4,402,corn,late,yes,114.1729344
8/21/2025,233,4,406,corn,late,no,106.886304
